STATE,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,2K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,10K
VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
ALABAMA,1999,September,High Wind,0,0,0,0,2K
ALABAMA,1999,September,High Wind,0,0,0,0,2K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,1K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,1K
ALABAMA,1999,September,Thunderstorm Wind,0,0,0,0,25K
OREGON,1999,September,High Wind,0,0,0,0,
VERMONT,1999,September,High Wind,0,0,0,0,175K
FLORIDA,1999,September,Hurricane (Typhoon),0,0,0,0,2.5M
FLORIDA,1999,September,Thunderstorm Wind,0,0,0,0,1.5K
FLORIDA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
PUERTO RICO,1999,October,Flood,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,15K
PENNSYLVANIA,1999,October,Thunderstorm Wind,0,0,0,0,20K
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NORTH CAROLINA,1999,October,Drought,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Flash Flood,2,0,0,0,4M
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,.4M
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,2M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,
MARYLAND,1999,September,High Wind,0,0,0,0,.5M
MARYLAND,1999,September,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
ALASKA,1999,November,High Wind,0,0,0,0,
ALASKA,1999,November,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
ALABAMA,1999,September,Cold/Wind Chill,0,0,0,0,0K
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,30K
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
CALIFORNIA,1999,October,Dust Storm,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Dense Fog,0,0,0,0,20K
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,1K
VERMONT,1999,July,Thunderstorm Wind,0,0,0,0,5K
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
DISTRICT OF COLUMBIA,1999,September,Storm Surge/Tide,0,0,0,0,
DISTRICT OF COLUMBIA,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,25K
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
SOUTH DAKOTA,1999,August,Thunderstorm Wind,0,0,0,0,500K
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,550K
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
MAINE,1999,September,High Wind,0,0,0,0,
WEST VIRGINIA,1999,September,Heavy Rain,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
VERMONT,1999,September,High Wind,0,0,0,0,150K
NEW YORK,1999,July,Thunderstorm Wind,0,0,0,0,20K
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
WEST VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,5K
TEXAS,1999,September,Hail,0,0,0,0,
MARYLAND,1999,September,Drought,0,0,0,0,
MARYLAND,1999,September,Heavy Rain,1,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
ALABAMA,1999,September,Rip Current,1,0,1,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,September,Hail,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
MARYLAND,1999,September,Storm Surge/Tide,0,0,0,0,
MARYLAND,1999,September,Tropical Storm,0,0,0,0,100K
MARYLAND,1999,September,Tropical Storm,0,0,0,0,150K
MARYLAND,1999,September,Tropical Storm,0,0,0,0,25K
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,0
MARYLAND,1999,September,Heavy Rain,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Thunderstorm Wind,0,0,0,0,
OKLAHOMA,1999,September,Hail,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NEVADA,1999,September,Flash Flood,0,0,0,0,5K
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,
VIRGIN ISLANDS,1999,October,Hurricane (Typhoon),0,0,0,0,20K
NEW JERSEY,1999,September,Drought,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
NORTH DAKOTA,1999,October,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
ALASKA,1999,September,High Wind,0,0,0,0,
COLORADO,1999,October,Heavy Snow,0,0,0,0,0
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.15M
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.5M
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,35K
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,25K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,15K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,10K
NEW YORK,1999,October,Thunderstorm Wind,0,0,0,0,10K
WISCONSIN,1999,November,Heat,0,0,0,0,
WISCONSIN,1999,November,Heat,0,0,0,0,
MINNESOTA,1999,November,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,1,0,5M
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,.5M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,1M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,1M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,2,0,0,0,3M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7M
COLORADO,1999,October,Hail,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,.5M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,.15M
NEW JERSEY,1999,September,Hurricane (Typhoon),0,0,0,0,.5M
NEW JERSEY,1999,September,Tropical Storm,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7M
WISCONSIN,1999,November,Heat,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,1M
PENNSYLVANIA,1999,September,Flash Flood,15,0,0,0,22M
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,1,0,1,0,3M
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Drought,0,0,0,0,
CALIFORNIA,1999,October,High Wind,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,1,0,0,0,
CALIFORNIA,1999,October,Rip Current,12,0,1,0,
CALIFORNIA,1999,October,Rip Current,0,0,0,0,
CALIFORNIA,1999,October,Wildfire,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,5,0,0,0,32M
NEW JERSEY,1999,September,Flash Flood,72,0,0,0,28M
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,5M
NEW JERSEY,1999,September,Flash Flood,3,0,0,0,8.5M
NEW JERSEY,1999,September,Flash Flood,100,0,2,0,358M
NEW JERSEY,1999,September,Flash Flood,6,0,0,0,30M
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,5.5M
NEW JERSEY,1999,September,Heavy Rain,0,0,0,0,
MARYLAND,1999,September,Flash Flood,1,0,0,0,3.25M
MARYLAND,1999,September,Flash Flood,2,0,0,0,3M
MARYLAND,1999,September,Flash Flood,0,0,0,0,1M
MARYLAND,1999,September,Flash Flood,0,0,0,0,3.5M
MARYLAND,1999,September,High Wind,0,0,0,0,
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,.4M
PENNSYLVANIA,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,0
MINNESOTA,1999,September,Hail,0,0,0,0,
MINNESOTA,1999,September,Hail,0,0,0,0,
WEST VIRGINIA,1999,September,Thunderstorm Wind,0,0,0,0,0K
VIRGINIA,1999,September,Flood,0,0,0,0,
NORTH CAROLINA,1999,September,Flood,0,0,0,0,
VIRGINIA,1999,September,Flood,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
VIRGINIA,1999,September,Flash Flood,0,0,0,0,
PUERTO RICO,1999,September,Flood,0,0,0,0,
ALASKA,1999,November,High Wind,0,0,0,0,
NEVADA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,14,0,1,0,15M
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,8,0,3,0,12M
PENNSYLVANIA,1999,September,Flash Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Flash Flood,0,0,1,0,4.2M
PENNSYLVANIA,1999,September,Coastal Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Coastal Flood,0,0,0,0,
PENNSYLVANIA,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,High Wind,0,0,0,0,
NEW JERSEY,1999,September,Coastal Flood,0,0,0,0,
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7.5M
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,2.5M
NEW JERSEY,1999,September,Flash Flood,0,0,0,0,7M
MONTANA,1999,July,Hail,0,0,0,0,
MONTANA,1999,July,Hail,0,0,0,0,
MONTANA,1999,July,Funnel Cloud,0,0,0,0,
MONTANA,1999,July,Hail,0,0,0,0,
MASSACHUSETTS,1999,March,Heavy Snow,0,0,0,0,
NORTH CAROLINA,1999,April,Thunderstorm Wind,0,0,0,0,5K
NORTH CAROLINA,1999,April,Tornado,4,0,1,0,200K
NORTH CAROLINA,1999,April,Thunderstorm Wind,0,0,0,0,50K
NORTH CAROLINA,1999,April,Tornado,0,0,0,0,20K
CALIFORNIA,1999,February,Hail,0,0,0,0,
CALIFORNIA,1999,February,High Wind,0,0,0,0,600K
WISCONSIN,1999,March,Strong Wind,0,0,0,0,
ALABAMA,1999,October,Cold/Wind Chill,0,0,0,0,0K
ALABAMA,1999,October,Drought,0,0,0,0,0K
ALABAMA,1999,October,Cold/Wind Chill,0,0,0,0,0K
ALABAMA,1999,October,Hail,0,0,0,0,5K
MONTANA,1999,July,Hail,0,0,0,0,
NEW HAMPSHIRE,1999,January,Winter Storm,0,0,0,0,
MONTANA,1999,July,Hail,0,0,0,0,4K
TEXAS,1999,September,Funnel Cloud,0,0,0,0,
TEXAS,1999,September,Funnel Cloud,0,0,0,0,
TEXAS,1999,September,Funnel Cloud,0,0,0,0,
ARIZONA,1999,September,Hail,0,0,0,0,
ARIZONA,1999,September,Hail,0,0,0,0,
ARIZONA,1999,September,Hail,0,0,0,0,
ARIZONA,1999,September,Flood,0,0,0,0,
ARIZONA,1999,September,Thunderstorm Wind,0,0,0,0,
ARIZONA,1999,September,Thunderstorm Wind,0,0,0,0,165K
TEXAS,1999,September,Hail,0,0,0,0,
NEW MEXICO,1999,March,Drought,0,0,0,0,
NEBRASKA,1999,May,Hail,0,0,0,0,
IOWA,1999,May,Hail,0,0,0,0,1K
TENNESSEE,1999,May,Hail,0,0,0,0,
TENNESSEE,1999,May,Hail,0,0,0,0,
TENNESSEE,1999,May,Hail,0,0,0,0,
TENNESSEE,1999,May,Thunderstorm Wind,0,0,0,0,
MONTANA,1999,July,Hail,0,0,0,0,
MAINE,1999,January,Winter Weather,0,0,0,0,
MAINE,1999,January,Winter Weather,0,0,0,0,
NEW HAMPSHIRE,1999,January,Cold/Wind Chill,0,0,0,0,
OREGON,1999,October,Wildfire,0,0,0,0,
NEW HAMPSHIRE,1999,September,Flood,0,0,0,0,
NORTH CAROLINA,1999,August,Hail,0,0,0,0,
NORTH CAROLINA,1999,August,Hail,0,0,0,0,
TEXAS,1999,September,Hail,0,0,0,0,
